"num_etab";"ine";"code_diplome";"c_jour_nais";"c_mois_nais";"c_annee_nais";"c_annee_bac";"c_serie_bac";"c_sexe";"c_nation";"c_double_diplome";"c_a_enqueter";"statut_reponse";"date_reponse";"q2_1";"q2_2";"q2_3";"q2_4a";"q2_4_1";"q2_4_2";"q2_4_3";"q2_4_4";"q2_4_5";"q2_4_6";"q2_4_7";"q2_5";"q3_1_1";"q3_1_2";"q4_1";"q4_2s";"q4_2r";"q4_3";"q5_1";"q5_2";"q5_3";"q5_4";"q6_1";"q6_2";"q6_3";"q6_4";"q6_5";"q6_6s";"q6_6r";"q6_7";"q6_8";"q6_9";"q6_10";"q6_11";"q6_12";"q6_13";"q6_14a";"q6_14b";"q6_15";"q6_16";"q6_17";"q7_1";"q8_1";"q8_2s";"q8_2r";"q8_3";"q8_4";"q8_5";"q8_6";"q8_7";"region_bac";"effectifsEmployeur";"libdip1";"libdip2";"libdip3";"annee"
"63";60931;"63";2214690;NA;NA;NA;NA;"";"h";"";NA;"";4;12122015;92013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;52015;"Assistante commerciale";3;4;4;1;NA;1500;1;9600;4;6;6;NA;2;102013;122013;1;3;4;4;1;NA;1200;2;NA;36;"Aucun salarié";"MASTER LMD";"cxnx";"dfhndy";2015
"64";60931;"64";2214690;NA;NA;NA;NA;"";"h";"";NA;"";5;2122015;92013;1;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;52014;"Charg� de conformit� ";3;2;2;1;NA;2100;1;5000;4;6;92;NA;1;NA;NA;1;7;2;2;1;NA;2300;NA;NA;62;"de 10 à 49";"MASTER LMD";"cxnx";"dfhndy";2015
"65";60931;"65";2214690;NA;NA;NA;NA;"";"f";"";NA;"";4;12122015;92013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;52015;"Surveillante de portefeuille dans un groupe d'assurances";3;4;4;1;NA;2100;2;NA;4;6;6;NA;2;42013;62014;3;NA;NA;NA;NA;NA;NA;NA;NA;42;"de 50 à 499";"MASTER LMD";"cxnx";"dfhndy";2013
"66";60931;"66";2214690;NA;NA;NA;NA;"";"h";"";NA;"";4;4032016;82013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;122015;"Junior Associate";3;2;2;1;NA;3500;1;NA;NA;6;99;137;2;12014;72014;1;3;2;2;1;NA;2500;2;NA;72;"de 10 à 49";"MASTER LMD";"cxnx";"dfhndy";2014
"67";60931;"67";2214690;NA;NA;NA;NA;"";"f";"";NA;"";4;12122015;92013;1;1;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;62015;"Administrateur";5;2;2;1;NA;2800;1;3100;2;3;6;NA;2;102013;62015;1;3;4;4;1;NA;2300;2;NA;6;"Aucun salarié";"MASTER LMD";"cxnx";"dfhndy";2013
"68";60931;"68";2214690;NA;NA;NA;NA;"";"f";"";NA;"";5;3022016;92013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;102013;"Charg�e d'affaires recouvrement et contentieux ";3;2;2;1;NA;1850;1;2800;4;6;94;NA;1;NA;NA;1;3;2;2;1;NA;1850;1;2850;86;"de 50 à 499";"MASTER LMD";"cxnx";"dfhndy";2015
"69";60931;"69";2214690;NA;NA;NA;NA;"";"f";"";NA;"";4;19122015;92013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;62015;"charg� de conformit�";5;4;4;1;NA;2100;1;2100;4;6;99;138;1;NA;NA;1;5;7;7;1;NA;2300;2;NA;40;"de 3 à 9";"MASTER LMD";"cxnx";"dfhndy";2015
"70";60931;"70";2214690;NA;NA;NA;NA;"";"h";"";NA;"";4;12122015;92013;3;1;2;2;2;2;2;2;2;2;1;2;2;3;NA;NA;3;2;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;99;"plus de 500";"MASTER LMD";"cxnx";"dfhndy";2013
"71";60931;"71";2214690;NA;NA;NA;1996;"";"f";"";NA;"";4;28012016;42014;3;1;1;2;2;2;2;2;1;2;2;3;3;3;NA;NA;2;2;NA;NA;92013;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;7;"Aucun salarié";"MASTER LMD";"cxnx";"dfhndy";2013
"72";60931;"72";2214690;NA;NA;NA;NA;"";"f";"";NA;"";5;15122015;62013;3;2;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;31993;"Juriste d'entreprise";3;2;2;1;NA;9500;1;15000;4;6;75;NA;2;31993;NA;1;3;2;2;1;NA;9500;1;15000;40;"de 50 à 499";"MASTER LMD";"cxnx";"dfhndy";2013
"73";60931;"73";2210328;NA;NA;NA;NA;"";"h";"";NA;"";4;15122015;92013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;122015;"Avocat ";1;2;2;1;NA;3000;NA;NA;4;13;75;NA;1;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;57;"Aucun salarié";"MASTER ENS";"wulm";"xikzqm";2013
"74";60931;"74";2210328;NA;NA;NA;NA;"";"h";"";NA;"";4;26012016;62013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;32015;"Commer�ant de vente en ligne";1;2;2;1;NA;3000;2;NA;1;4;97;NA;1;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;38;"de 3 à 9";"MASTER ENS";"wulm";"xikzqm";2014
"75";60931;"75";2210328;NA;NA;NA;NA;"";"h";"";NA;"";5;2122015;52013;3;3;NA;2;2;2;2;2;2;2;NA;2;2;3;NA;NA;1;NA;NA;NA;NA;2;NA;12016;"Avocat";1;NA;NA;1;NA;800;2;NA;NA;NA;34;NA;1;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;56;"de 3 à 9";"MASTER ENS";"wulm";"xikzqm";2013
"76";60931;"76";2210328;NA;NA;NA;NA;"";"h";"";NA;"";4;16012016;102013;3;2;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;62015;"Assistante des inspecteurs de l'aide sociale � l'enfance";NA;7;7;1;NA;1197;2;NA;2;10;83;NA;1;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;31;"de 10 à 49";"MASTER ENS";"wulm";"xikzqm";2015
"77";60931;"77";2210328;NA;NA;NA;NA;"";"f";"";NA;"";4;12122015;92013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;112013;"Juriste";3;2;2;1;NA;1400;1;2100;4;11;75;NA;1;NA;NA;1;3;2;2;1;NA;1400;1;2100;55;"de 3 à 9";"MASTER ENS";"wulm";"xikzqm";2014
"78";60931;"78";2210328;NA;NA;NA;NA;"";"h";"";NA;"";4;12122015;92013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;92013;"Juriste";3;4;4;1;NA;2500;1;2500;4;2;83;NA;1;NA;NA;1;3;4;4;1;NA;2300;1;2300;69;"de 3 à 9";"MASTER ENS";"wulm";"xikzqm";2013
"79";60931;"79";2210328;NA;NA;NA;NA;"";"h";"";NA;"";5;2122015;92013;3;3;2;2;2;2;2;2;2;2;2;2;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;42015;"Assistante administrative ";2;3;3;1;NA;1420;2;NA;2;10;6;NA;1;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;10;"Aucun salarié";"MASTER ENS";"wulm";"xikzqm";2014
"80";60931;"80";2210328;NA;NA;NA;NA;"";"h";"";NA;"";5;NA;92013;3;3;2;2;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;89;"de 10 à 49";"MASTER ENS";"wulm";"xikzqm";2014
"81";60931;"81";2210328;NA;NA;NA;NA;"";"f";"";NA;"";4;30012016;62013;3;3;2;2;2;2;2;2;2;2;2;2;3;3;NA;NA;2;2;NA;NA;12016;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;60;"de 10 à 49";"MASTER ENS";"wulm";"xikzqm";2014
"82";60931;"82";2210328;NA;NA;NA;NA;"";"f";"";NA;"";5;21032016;102013;3;3;2;2;2;2;2;2;2;2;2;3;2;2;2;2;3;1;52013;122013;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;2;"Aucun salarié";"MASTER ENS";"wulm";"xikzqm";2015
"83";60931;"83";2210328;NA;NA;NA;NA;"";"h";"";NA;"";5;11122015;92013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;112013;"Collaboratrice juridique";3;7;7;2;80;1500;2;NA;NA;6;99;138;1;NA;NA;1;3;7;7;2;80;1500;2;NA;34;"de 50 à 499";"MASTER ENS";"wulm";"xikzqm";2014
"84";60931;"84";2210328;NA;NA;NA;2004;"";"h";"";NA;"";4;15122015;102013;3;3;1;1;2;2;2;2;2;2;2;3;3;3;NA;NA;2;1;112013;102014;22015;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;2;2;2;60;1350;2;NA;61;"de 50 à 499";"MASTER ENS";"wulm";"xikzqm";2015
"85";60931;"85";2210328;NA;NA;NA;NA;"";"f";"";NA;"";4;10122015;102013;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;NA;NA;NA;NA;2;NA;112015;"employ�e polyvalente";3;7;7;2;50;859;2;NA;4;13;69;NA;2;112014;62015;1;3;7;7;1;NA;1300;2;NA;90;"Aucun salarié";"MASTER ENS";"wulm";"xikzqm";2014
"86";60931;"86";2214710;NA;NA;NA;NA;"";"f";"";NA;"";5;20012016;92013;3;3;2;2;2;2;2;2;2;2;2;3;2;3;NA;NA;2;1;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;10;2;2;1;NA;1200;2;NA;29;"Aucun salarié";"DUT";"tlcc";"dgdvia";2014
"87";60931;"87";2214710;NA;NA;NA;NA;"";"f";"";NA;"";5;2122015;92013;1;3;1;1;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;122013;"collaborateur d'administrateur judiciaire";3;7;7;1;NA;1800;1;1800;NA;13;69;NA;1;NA;NA;1;1;7;7;1;NA;1600;1;1600;9;"de 3 à 9";"DUT";"tlcc";"dgdvia";2013
"88";60931;"88";2214710;NA;NA;NA;2008;"";"f";"";NA;"";5;14122015;62013;1;2;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;82013;"Stagiaire Mandataire Judiciaire";NA;2;2;1;NA;21840;1;1820;4;13;11;NA;1;NA;NA;1;3;2;2;1;NA;21840;1;1820;85;"Aucun salarié";"DUT";"tlcc";"dgdvia";2014
"89";60931;"89";2214710;NA;NA;NA;NA;"";"f";"";NA;"";4;19122015;72013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;82013;"collaboratrice administrateur judiciaire";3;4;4;1;NA;1900;1;27000;4;8;58;NA;1;NA;NA;1;3;4;4;1;NA;2000;1;27000;33;"de 3 à 9";"DUT";"tlcc";"dgdvia";2013
"90";60931;"90";2214710;NA;NA;NA;NA;"";"f";"";NA;"";4;15122015;62013;2;3;1;2;2;2;2;2;1;2;2;2;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;22015;"avocat lib�ral";1;2;2;1;NA;3000;NA;NA;4;13;75;NA;1;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;3;"plus de 500";"DUT";"tlcc";"dgdvia";2014
"91";60931;"91";2214710;NA;NA;NA;NA;"";"f";"";NA;"";4;5032016;62013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;92013;"Collaboratrice d'administrateur judiciaire";3;4;4;1;NA;1774;1;1774;4;13;6;NA;1;NA;NA;1;3;4;4;1;NA;1774;1;1774;40;"Aucun salarié";"DUT";"tlcc";"dgdvia";2014
"92";60931;"92";2214710;NA;NA;NA;NA;"";"h";"";NA;"";4;10122015;62013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;112013;"Collaboratrice mandataire judiciaire";1;4;4;1;NA;1800;1;1800;NA;13;78;NA;1;NA;NA;1;1;4;4;1;NA;1800;1;1800;65;"de 50 à 499";"DUT";"tlcc";"dgdvia";2014
"93";60931;"93";2214710;NA;NA;NA;NA;"";"f";"";NA;"";5;2122015;92013;3;3;1;2;2;2;2;2;1;2;2;2;2;3;NA;NA;2;2;NA;NA;92015;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;18;"Aucun salarié";"DUT";"tlcc";"dgdvia";2013
"94";60931;"94";2214710;NA;NA;NA;NA;"";"h";"";NA;"";4;23012016;92013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;92013;"collaboratrice judiricaire";3;2;2;1;NA;2200;1;NA;4;13;59;NA;1;NA;NA;1;3;2;2;1;NA;2700;2;NA;98;"de 50 à 499";"DUT";"tlcc";"dgdvia";2013
"95";60931;"95";2214710;NA;NA;NA;NA;"";"f";"";NA;"";4;11022016;92013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;2;1;92013;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;45;"Aucun salarié";"DUT";"tlcc";"dgdvia";2014
"96";60931;"96";2214710;NA;NA;NA;NA;"";"f";"";NA;"";5;25012016;72013;3;2;1;1;2;2;2;2;1;1;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;12014;"Associ� g�rant (dans l'�dition)";3;NA;NA;1;NA;3000;NA;NA;4;NA;75;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;50;"de 10 à 49";"DUT";"tlcc";"dgdvia";2014
"97";60931;"97";2214710;NA;NA;NA;NA;"";"h";"";NA;"";4;30012016;92013;1;2;1;2;2;1;2;2;2;2;2;2;3;2;1;1;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;81;"de 3 à 9";"DUT";"tlcc";"dgdvia";2014
"98";60931;"98";2214710;NA;NA;NA;NA;"";"f";"";NA;"";4;30012016;92013;3;3;1;2;2;1;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;72014;"Collaboratrice mandataire judiciaire";3;4;4;1;NA;1561;1;2061;4;7;56;NA;2;42014;72014;1;3;4;4;1;NA;1490;1;2060;50;"plus de 500";"DUT";"tlcc";"dgdvia";2013
"99";60931;"99";2214710;NA;NA;NA;NA;"";"h";"";NA;"";5;2022016;62013;1;3;2;2;2;2;2;2;2;2;2;2;2;2;1;1;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;31;"de 3 à 9";"DUT";"tlcc";"dgdvia";2014
"100";60931;"100";2214710;NA;NA;NA;NA;"";"f";"";NA;"";5;2122015;62013;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;NA;NA;NA;NA;2;NA;82014;"Notaire stagiaire";5;NA;NA;1;NA;1760;NA;NA;4;13;75;NA;1;NA;NA;1;5;NA;NA;1;NA;1750;1;1750;86;"de 3 à 9";"DUT";"tlcc";"dgdvia";2014
"101";60931;"101";2214710;NA;NA;NA;NA;"";"f";"";NA;"";4;28012016;92013;3;3;1;2;2;2;2;2;1;2;2;2;3;3;NA;NA;1;NA;NA;NA;NA;NA;NA;62015;"responsable prets immobiliers";7;2;2;1;NA;2200;2;NA;4;6;6;NA;1;NA;NA;1;7;7;7;1;NA;2200;2;NA;41;"Aucun salarié";"DUT";"tlcc";"dgdvia";2015
"102";60931;"102";2216620;NA;NA;NA;NA;"";"f";"";NA;"";4;16012016;62013;3;3;1;2;2;2;2;2;1;2;2;2;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;112014;"Avocate";1;2;2;1;NA;1500;2;NA;1;8;6;NA;1;NA;NA;1;1;2;2;1;NA;1500;2;NA;89;"plus de 500";"LICENCE PRO";"zkeg";"fxlxdd";2013
"103";60931;"103";2216620;NA;NA;NA;NA;"";"h";"";NA;"";4;12122015;72013;1;3;1;2;2;1;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;122015;"Avocat";1;2;2;1;NA;2620;2;NA;NA;8;6;NA;1;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;61;"de 3 à 9";"LICENCE PRO";"zkeg";"fxlxdd";2014
"104";60931;"104";2216620;NA;NA;NA;NA;"";"h";"";NA;"";5;12122015;72013;3;3;1;2;2;2;2;2;1;2;2;3;2;2;NA;NA;1;NA;NA;NA;NA;2;NA;102014;"clerc d'huissier de justice";10;4;4;1;NA;1386;2;NA;NA;13;6;NA;1;NA;NA;1;10;4;4;1;NA;1386;2;NA;72;"Aucun salarié";"LICENCE PRO";"zkeg";"fxlxdd";2015
"105";60931;"105";2216620;NA;NA;NA;NA;"";"f";"";NA;"";4;12122015;72013;3;3;2;2;2;2;2;2;2;2;2;2;2;3;NA;NA;1;NA;NA;NA;NA;2;NA;112015;"Avocate";1;NA;NA;1;NA;1800;2;NA;1;8;6;NA;1;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;55;"de 10 à 49";"LICENCE PRO";"zkeg";"fxlxdd";2013
"106";60931;"106";2216620;NA;NA;NA;NA;"";"f";"";NA;"";4;22122015;72013;3;3;1;2;2;2;2;2;2;1;2;2;2;3;NA;NA;2;2;NA;NA;102015;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;12;"de 10 à 49";"LICENCE PRO";"zkeg";"fxlxdd";2014
"107";60931;"107";2216620;NA;NA;NA;NA;"";"f";"";NA;"";5;2122015;72013;3;3;2;2;2;2;2;2;2;2;2;2;2;3;NA;NA;1;NA;NA;NA;NA;2;NA;82015;"avocat collaborateur";1;2;2;1;NA;1800;2;NA;NA;13;6;NA;1;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;38;"de 3 à 9";"LICENCE PRO";"zkeg";"fxlxdd";2014
"108";60931;"108";2216620;NA;NA;NA;NA;"";"h";"";NA;"";4;11022016;62013;3;1;1;2;2;2;2;2;1;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;52013;"r�dactrice contentieux";3;7;7;1;NA;1700;2;NA;4;13;6;NA;1;NA;NA;1;3;7;7;1;NA;1700;2;NA;88;"de 50 à 499";"LICENCE PRO";"zkeg";"fxlxdd";2015
"109";60931;"109";2216620;NA;NA;NA;NA;"";"h";"";NA;"";4;13022016;72013;1;3;2;2;2;2;2;2;2;2;2;2;2;3;NA;NA;1;NA;NA;NA;NA;2;NA;52015;"Gestionnaire de sinistres internationaux";5;4;4;1;NA;1720;1;26500;4;6;75;NA;1;NA;NA;1;5;4;4;2;33;475;2;NA;65;"plus de 500";"LICENCE PRO";"zkeg";"fxlxdd";2015
"110";60931;"110";2216620;NA;NA;NA;NA;"";"h";"";NA;"";5;2022016;62013;3;2;1;1;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;12013;"Responsable Paie et Gestion du temps de travail ";2;1;1;1;NA;3800;1;5000;2;10;99;138;1;NA;NA;1;2;1;1;1;NA;3500;1;4600;33;"de 3 à 9";"LICENCE PRO";"zkeg";"fxlxdd";2013
"111";60931;"111";2216620;NA;NA;NA;NA;"";"h";"";NA;"";4;26012016;62013;1;3;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;NA;NA;NA;NA;2;NA;122014;"charg�e r�daction";3;3;3;1;NA;3000;1;NA;2;10;6;NA;1;NA;NA;1;3;3;3;1;NA;3000;2;NA;76;"de 50 à 499";"LICENCE PRO";"zkeg";"fxlxdd";2015
"112";60931;"112";2216620;NA;NA;NA;NA;"";"f";"";NA;"";4;5122015;72013;1;3;2;2;2;2;2;2;2;2;2;2;2;3;NA;NA;2;2;NA;NA;102015;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;44;"Aucun salarié";"LICENCE PRO";"zkeg";"fxlxdd";2014
"113";60931;"113";2216620;NA;NA;NA;NA;"";"f";"";NA;"";4;10122015;72013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;112015;"Avocat";1;2;2;1;NA;1500;2;NA;NA;13;6;NA;1;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;92;"de 10 à 49";"LICENCE PRO";"zkeg";"fxlxdd";2013
"114";60931;"114";2216620;NA;NA;NA;NA;"";"f";"";NA;"";4;26012016;72013;1;3;2;2;2;2;2;2;2;2;1;2;2;3;NA;NA;1;NA;NA;NA;NA;1;2;112014;"assistante juriste";5;7;7;2;50;470;2;NA;2;10;6;NA;1;NA;NA;1;3;7;7;1;NA;NA;NA;NA;36;"de 3 à 9";"LICENCE PRO";"zkeg";"fxlxdd";2013
"115";60931;"115";2216620;NA;NA;NA;NA;"";"f";"";NA;"";4;26012016;62013;3;3;1;2;2;2;2;2;1;2;2;1;1;1;1;1;3;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;77;"de 10 à 49";"LICENCE PRO";"zkeg";"fxlxdd";2013
"116";60931;"116";2216620;NA;NA;NA;NA;"";"f";"";NA;"";4;26012016;72013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;32013;"juriste";3;4;4;1;NA;1800;1;21000;4;6;6;NA;1;NA;NA;1;3;4;4;1;NA;1800;1;21000;42;"de 50 à 499";"LICENCE PRO";"zkeg";"fxlxdd";2014
"117";60931;"117";2216620;NA;NA;NA;NA;"";"h";"";NA;"";5;13122015;72013;1;3;2;2;2;2;2;2;2;2;2;NA;NA;2;1;1;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;28;"de 3 à 9";"LICENCE PRO";"zkeg";"fxlxdd";2015
"118";60931;"118";2216620;NA;NA;NA;NA;"";"h";"";NA;"";5;2022016;72013;1;3;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;NA;NA;NA;NA;1;2;NA;"";NA;7;7;2;15;300;2;NA;4;13;6;NA;NA;NA;NA;1;2;NA;NA;2;15;470;2;NA;89;"plus de 500";"LICENCE PRO";"zkeg";"fxlxdd";2014
"119";60931;"119";2216620;NA;NA;NA;NA;"";"f";"";NA;"";5;11122015;62013;3;3;NA;2;2;2;2;2;2;2;2;2;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;"de 3 à 9";"LICENCE PRO";"zkeg";"fxlxdd";2014
"120";60931;"120";2216620;NA;NA;NA;NA;"";"f";"";NA;"";4;5122015;102013;3;3;2;2;2;2;2;2;2;2;2;1;3;3;NA;NA;2;2;NA;NA;32013;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;32;"de 50 à 499";"LICENCE PRO";"zkeg";"fxlxdd";2015
"121";60931;"121";2210676;NA;NA;NA;NA;"";"h";"";NA;"";5;NA;NA;NA;NA;NA;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;44;"de 3 à 9";"MASTER LMD";"gemz";"kwdvxy";2013
"122";60931;"122";2210676;NA;NA;NA;NA;"";"f";"";NA;"";4;26012016;72013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;92014;"NOTAIRE";3;7;7;1;NA;1600;2;NA;4;6;6;NA;1;NA;NA;1;3;7;7;1;NA;1600;2;NA;51;"plus de 500";"MASTER LMD";"gemz";"kwdvxy";2015
"123";60931;"123";2210676;NA;NA;NA;NA;"";"h";"";NA;"";4;13022016;52013;3;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;35;"de 10 à 49";"MASTER LMD";"gemz";"kwdvxy";2014
"124";60931;"124";2210676;NA;NA;NA;NA;"";"h";"";NA;"";5;29012016;62013;3;3;2;2;2;2;2;2;2;2;2;2;2;2;1;1;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;"de 3 à 9";"MASTER LMD";"gemz";"kwdvxy";2015
"125";60931;"125";2210676;NA;NA;NA;NA;"";"h";"";NA;"";4;29012016;62013;2;3;1;2;2;2;2;2;1;2;2;2;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;92014;"opticien";10;7;7;1;NA;1200;2;NA;7;4;6;NA;1;NA;NA;1;10;7;7;1;NA;1200;2;NA;24;"Aucun salarié";"MASTER LMD";"gemz";"kwdvxy";2013
"126";60931;"126";2210676;NA;NA;NA;NA;"";"h";"";NA;"";4;29012016;62013;3;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;NA;NA;NA;NA;2;NA;92013;"notaire";3;7;7;1;NA;1600;2;NA;4;NA;6;NA;1;NA;NA;1;3;7;7;1;NA;1600;2;NA;77;"de 50 à 499";"MASTER LMD";"gemz";"kwdvxy";2015
